Feature ID	Taxon	Confidence
aac7e47274e4daf2db1c72f784c5470c	d__Bacteria	0.9995756952415957
6571cfef8c66b01a4345f4d64cce626d	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Incertae_Sedis;s__soil_metagenome	0.7510637436656153
21fd0826b7e49a233dbd1dbb33645597	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Incertae_Sedis;g__Incertae_Sedis;s__uncultured_bacterium	0.9855305786959904
ce88ab7001e48940f1fb386bc00f1aca	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__uncultured_Conexibacteraceae	0.7309439799611229
f9e8450df1468b375b9448de20fd9284	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__uncultured_Conexibacteraceae	0.803390598134797
c2c09a36c641c69aa915de4dfb74b6fc	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__uncultured_bacterium	0.9496763905930621
2ebbd905f57d57347a48cb822f0a1f6d	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__uncultured_Conexibacteraceae	0.7984645036425397
1467344fc9d982ab2c8ad1e7586d49f1	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__uncultured_Conexibacteraceae	0.7068298822765481
b21da23a0f4dcccb02ac3ae40c98f1d2	d__Bacteria	0.9996210377098727
d6542287e69c2d15acff4161e9918245	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidiferrimicrobium;s__Aciditerrimonas_sp.	0.8325229525100912
f9214c906eaa2c3b9fdef3eb725f0cc2	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales	0.9999941649893405
